en,cn,audio_url,meta,id
You should bear the cost in mind before making a decision.,在做决定前，你应该考虑到成本。,,,36fd1fc5-693f-4249-b6c4-1c0c59ad1e38
She uses talcum powder to keep her skin dry.,她用滑石粉来保持皮肤干燥。,,,042b55d1-e646-4c18-aed1-a245f0222a90
Talcum powder is often applied after a shower.,滑石粉通常在淋浴后使用。,,,8c6e0baa-e21f-480c-ae18-291b4d8cd129
She does volunteer work at the local shelter.,她在当地收容所做志愿工作。,,,f787ab4d-297f-4134-af2b-f409609f3eab
Volunteer work is a great way to give back to the community.,志愿工作是回馈社区的好方法。,,,44aa8a0a-0893-4e77-872a-afac0f732185
The high cost deters many from buying the product.,高昂的成本阻止了许多人购买这个产品。,,,e7f75119-02cf-482b-a8db-dc0ed1a20ea5
Fear of punishment can deter people from committing crimes.,对惩罚的恐惧可以阻止人们犯罪。,,,0dbd3499-14bd-4ada-833e-ec2dc3b32a3d
Stay out of the kitchen while I'm cooking.,我做饭时，待在厨房外面。,,,18df7b25-70bd-47e8-b76e-8dbb66b8ca3d
The sign says 'Stay out' to keep people away.,牌子上写着'禁止入内'以阻止人们进入。,,,91990815-ab03-4d84-846e-7ceaec083d8f
The child is running a temperature and needs rest.,这个孩子在发烧，需要休息。,,,49a13842-f510-47ad-8d86-4f5ca24ea388
"If you run a temperature, you should see a doctor.",如果你发烧了，应该去看医生。,,,f63b42b6-34cf-4b8f-8f9a-0cb6c1555ee2
Please take out the household rubbish.,请把家庭垃圾拿出去。,,,3acfd5c4-4464-4c67-b797-33389de7ca02
Household rubbish should be sorted for recycling.,家庭垃圾应该分类以便回收。,,,139b9a94-f14d-42be-8e4f-5db7fe55e91f
She insists on paying the bill.,她坚持要付账。,,,f1d21a4b-fc89-453b-84bd-eb7f046138f3
He insisted on seeing the manager.,他坚持要见经理。,,,ed8f104c-1a5a-455d-ac36-d63507a50460
He went so far as to say that the project was a failure.,他甚至说这个项目是失败的。,,,545072e9-505d-4736-8f25-075b94987969
I wouldn't go so far as to say she's dishonest.,我不会甚至说她不诚实。,,,d9cfa677-42bc-4d95-9a63-8693e7b77839
It looks as if it's going to rain.,看起来好像要下雨了。,,,0e57deac-b08c-4b28-b581-2d862cb138b8
She looks as if she's seen a ghost.,她看起来好像见了鬼一样。,,,a90cf0b9-3bd1-48c4-883d-fee30cc239a8
I have half a mind to quit my job and travel.,我有点想辞职去旅行。,,,221e36b8-ebf2-45dc-ae00-8809b07504e6
He had half a mind to tell her the truth.,他有点想告诉她真相。,,,a7e379e6-d637-41cd-8c8d-b3d7e5f7c671
Please locate the nearest fire exit when you enter the building.,进入大楼时请找到最近的紧急出口。,,,224cc6ee-64c6-4633-9e13-147772f2a415
The fire exit must be kept clear at all times.,紧急出口必须始终保持畅通。,,,4ce37fda-be92-434d-b80a-e9ed7fccd131
I'm getting tired of eating the same food every day.,我开始厌倦每天吃同样的食物了。,,,8116e606-0ff0-4ae1-bd2d-a736fbd53ea6
She got tired of waiting and decided to leave.,她等得不耐烦了，决定离开。,,,c2994e7c-0a80-4669-9b24-fd98c5885a8b
"When it comes to cooking, she is an expert.",谈到烹饪，她是个专家。,,,a851a09c-28c0-4db4-8f0a-d8943e4c55b0
He is very confident when it comes to public speaking.,当涉及公开演讲时，他非常自信。,,,5e94b254-45cb-4505-b98d-5dfa476c61a0
He focused on his work to the exclusion of everything else.,他专注于工作，以至于排除了其他一切。,,,aea67958-fbc5-40a9-a3a4-75e8025e81fd
The policy favors one group to the exclusion of others.,这个政策偏袒一个群体，排除了其他群体。,,,319d6b50-3e17-4d0e-b218-487707ec9a10
We should make use of this opportunity to learn new skills.,我们应该利用这个机会学习新技能。,,,3e23d704-ad3a-4f31-a7ed-0ec3a92295ec
He made use of old materials to build a shed.,他利用旧材料搭建了一个棚子。,,,88486779-3310-421a-9e99-ae1c90ee04aa
Can you help out with the dishes after dinner?,晚饭后你能帮忙洗碗吗？,,,63d877da-ee99-4749-98d9-1e10735f8845
She helped out at the local shelter during the holidays.,假期期间她在当地收容所帮忙。,,,a78d8644-20c6-4b7e-a0c4-9ad3c93a852c
"When the bear appeared, they had to run for their lives.",熊出现时，他们不得不拼命逃跑。,,,520b143d-58d3-45ba-944f-514834baa44d
The villagers ran for their lives during the flood.,洪水期间，村民们拼命逃跑保命。,,,ba891396-93f5-4863-b764-6259c61d5167
His fashion sense is a bit behind the times.,他的时尚感有点落伍了。,,,a8f26798-5dcc-4d04-a799-b733c4f746ee
The company's technology is behind the times compared to competitors.,与竞争对手相比，这家公司的技术落后了。,,,877ff67f-bdf9-4cff-bed8-a6d31acd04bd
Government programs aim to support low income people.,政府计划旨在支持低收入人群。,,,7e8b41b3-44c8-45a4-903a-303aefadaa36
Low income people often struggle to afford healthcare.,低收入人群常常难以负担医疗费用。,,,726cd638-d266-4c25-9e30-bb8b86913e25
He decided to drop out of college to start a business.,他决定从大学辍学去创业。,,,156a58ed-14c1-41ec-8eb6-74fd8d10b707
Many students drop out due to financial difficulties.,许多学生因经济困难而辍学。,,,fd18eaab-12a6-448e-a851-7c8fe020e542
I'll try to fit the meeting into my schedule next week.,我会试着把会议安排进下周的日程中。,,,01ca895a-472a-4c2f-be86-808a268927c4
Can you fit a quick call into your schedule today?,你今天能安排一个简短的通话吗？,,,6140e24a-cfb7-44c9-98c7-247c75dd976c
He died of a heart attack last year.,他去年死于心脏病发作。,,,98146a98-d80e-404a-b9c8-db79579df161
Many people in history died of infectious diseases.,历史上许多人死于传染病。,,,387d852b-ed24-4d55-8a62-a188c2258ba7
The two friends walked side by side along the beach.,两个朋友沿着海滩并肩行走。,,,f03b25f2-30d9-41d9-824f-865f595f18c3
The paintings were hung side by side in the gallery.,画作在画廊里并排悬挂。,,,d45d895d-e061-43ff-8b34-1091bf8eae76
I'm having a hard time understanding this math problem.,我在理解这道数学题上很吃力。,,,c1f74c40-3748-46d3-81f1-e4382dcebd02
She had a hard time adjusting to the new city.,她很难适应新城市。,,,553472b5-dd0f-47d9-8ef4-ab6036a972c3
Our company is in competition with several larger firms.,我们公司与几家大公司竞争。,,,eb6b987c-013b-4a08-a736-a1ba0c790731
She is in competition with top athletes from around the world.,她与来自世界各地的顶尖运动员竞争。,,,d5b09953-58d1-44e1-b963-c95cfdfd4796
"As a working parent, she has to juggle different roles every day.",作为在职父母，她每天必须同时处理多个角色。,,,c7a944a0-9f28-45d6-b7e0-08f572991b6c
"He juggles different roles as a manager, mentor, and team member.",他同时扮演经理、导师和团队成员的不同角色。,,,9067f6bd-eb02-48e1-bd77-10ceed09bf96
We went to the airport to see off our friends.,我们去机场为朋友们送行。,,,480af5b4-2c8c-4423-816f-c3db66da5aac
She saw off her son as he left for college.,她送儿子去上大学。,,,e920e548-022c-46df-8af6-17335854d7c0
His comment about the weather was beside the point in our budget discussion.,在我们预算讨论中，他关于天气的评论离题了。,,,b7672371-1f17-4a2f-91a7-c246152ad730
Whether you like the color is beside the point; we need to focus on functionality.,你是否喜欢这个颜色不相关；我们需要关注功能性。,,,958b169e-31db-4a93-b7bc-fad2414b8287
The scientific discovery of penicillin revolutionized medicine.,青霉素的科学发现彻底改变了医学。,,,a13aab4a-8194-4e5f-bc28-9abf9b14e554
This new scientific discovery could lead to more efficient energy sources.,这项新的科学发现可能带来更高效的能源。,,,460928aa-1e7b-4707-a339-971d3b5c2767
None but the brave deserve the fair.,只有勇者才配得上美人。,,,0f9184fa-0132-4a6c-91a1-27ff16c53806
He trusts none but his closest friends.,他只信任他最亲密的朋友。,,,45f219b9-8587-4e3c-b701-5eec308bce86
The city is famous for its landmark and historic sites.,这座城市以其地标和历史遗址而闻名。,,,9a6d86d5-0cd5-47b9-b859-27af2b538c42
We visited several landmark and historic sites during our trip.,我们在旅行期间参观了几处地标和历史遗址。,,,813c2d91-e1ac-4ced-91c2-e32a8760adf3
She used a knife to scrape off the old paint from the wall.,她用刀刮掉了墙上的旧油漆。,,,c08e9456-bbe4-4022-ae55-9649000c3d62
You should scrape off the ice from your car windshield before driving.,开车前你应该刮掉汽车挡风玻璃上的冰。,,,7a7ff319-d8b9-40cf-9142-8ae12a52d796
He decided to sit out the game due to a minor injury.,由于轻微受伤，他决定不参加这场比赛。,,,3712c703-8dca-4f50-9f54-eb2067ec79ef
I'll sit out this round of negotiations and let others handle it.,我将不参与这轮谈判，让其他人处理。,,,b1e14830-9986-40b3-9519-81a90bdc0395
The two companies joined hands to develop a new technology.,两家公司携手合作开发了一项新技术。,,,8875ca37-4d7a-4560-9037-36368202cba1
Let's join hands to clean up the community park this weekend.,让我们这个周末携手合作清理社区公园。,,,78426659-cb2d-45a6-bcab-2a72079dc127
It took her a while to fit in with the new team at work.,她花了一段时间才适应工作中的新团队。,,,652b36b7-6c4f-4884-9915-01d1436ca315
His ideas didn't fit in with the company's traditional approach.,他的想法与公司的传统方法不融合。,,,89e0fb2d-2eff-498a-8245-0bd5261359ca
Keep your eyes peeled for any suspicious activity in the neighborhood.,密切注意社区里任何可疑的活动。,,,3e51ec6d-2456-4e0f-b0f1-8e8f918ecf64
I'm keeping my eyes peeled for a good deal on a used car.,我正在留神寻找一辆二手车的优惠交易。,,,d289c9a1-8863-4ae5-848a-643f0ffd1f53
The advertisement made broad claims about the product's effectiveness without evidence.,广告对产品的有效性做出了没有证据的宽泛主张。,,,43c9172d-750e-4238-9857-dd1449b6056f
Avoid making broad claims in your essay; be specific with examples.,在你的文章中避免做出笼统的说法；用例子具体说明。,,,647f50b4-28f3-4686-895e-40147829899e
The children are eager for the summer vacation to start.,孩子们渴望暑假开始。,,,d7f07c70-ef9a-4a8e-a6f5-8b8bf996cae5
She is eager for feedback on her latest project.,她热切期待对她最新项目的反馈。,,,b007b1ab-a5a6-4c29-9907-e4fb9994f8ae
There is a heavy demand for electric vehicles due to environmental concerns.,由于环境问题，对电动汽车有高需求。,,,841f8cf4-abaa-469c-8190-a427dc34776e
The new smartphone model created a heavy demand for accessories.,新款智能手机型号创造了对配件的高需求。,,,856a1dfc-5a2a-4d03-aab9-b745479870dc
He visits his hometown once in a blue moon since moving abroad.,自从移居国外后，他千载难逢地回一次家乡。,,,2401609a-95ee-42c0-9ab2-1ce4b9ee0284
Getting a perfect score on that test happens once in a blue moon.,在那次考试中得满分是极其罕见的。,,,f485337c-ce95-4359-8b2d-e73577d6fd85
The new policy proved to be effective in reducing waste.,新政策证明在减少浪费方面是有效的。,,,203de7de-b285-4fa4-b5e7-9c984bbbc5c4
His prediction proved to be accurate after the election results.,选举结果后，他的预测证明是准确的。,,,87a21ff3-6d4b-439c-84d8-154b5fe00882
"During the debate, please keep a civil tongue in your head and avoid personal attacks.",在辩论期间，请说话礼貌，避免人身攻击。,,,9db26cf5-3878-4b2f-afba-3143752f0a76
My grandmother always told us to keep a civil tongue in our heads when speaking to elders.,我祖母总是告诉我们对长辈说话时要言辞文明。,,,b06c0335-542f-4a48-998a-61664553f1a2
Could you do the honors and cut the cake at the party?,你能在派对上主持切蛋糕吗？,,,f22a923e-ee0f-4255-adbb-8fc7c33ce9e4
"As the host, I'll do the honors and introduce our guest speaker.",作为主持人，我将执行介绍我们特邀演讲者的荣誉性任务。,,,c8ff1057-59d5-4047-b8bf-705b1b67d176
The company aims to make profits by expanding into new markets.,公司旨在通过拓展新市场来盈利。,,,833920d2-2aff-408f-9178-43a1701302ca
Small businesses often struggle to make profits in their first year.,小企业通常在头一年难以赚钱。,,,0fcb5e75-efd0-4f9a-9c1f-ced9b195c1f1
Managers are required to attend meetings every Monday to discuss project updates.,经理们需要每周一参加会议，讨论项目进展。,,,768c30b8-3eda-4e95-b15a-2eba5d65af3a
She will attend meetings with international clients next week.,她下周将参加与国际客户的会议。,,,e2b70bf8-b0af-4bba-a94f-26547a5fbe4e
Our plans for a picnic fell through because of the rain.,我们野餐的计划因为下雨而落空了。,,,0a39193b-82e8-4fe4-b1da-6509ecd2d5d2
The business deal fell through at the last minute due to funding issues.,由于资金问题，这笔商业交易在最后一刻失败了。,,,c763a87a-81d8-4229-9972-9dd408a35c04
The Gulf Stream is a warm ocean current that affects Europe's climate.,墨西哥湾流是影响欧洲气候的温暖洋流。,,,84288dfb-b4d0-45d6-a579-35a01146c60f
Scientists study ocean currents to understand climate patterns.,科学家研究洋流以理解气候模式。,,,854e1bab-a8be-4ce7-b597-7552b69c10a8
Good managerial skills are essential for leading a team effectively.,良好的管理技能对于有效领导团队至关重要。,,,3e86be08-1740-40bc-b0d9-e4956d18d60d
She improved her managerial skills through training and experience.,她通过培训和经验提高了她的管理技能。,,,760f3603-159c-4136-9453-0cd32249b4b7
"Due to budget cuts, our expansion plans went by the board.",由于预算削减，我们的扩张计划被放弃了。,,,a4975c9c-9f75-431d-a60e-bc84826ba6af
Old traditions often go by the board in rapidly changing societies.,在快速变化的社会中，旧传统常常被忽略。,,,ff0e4cfa-0ab9-492f-ae82-a6034cbfa536
She provided emotional support to her friend during the difficult divorce.,在朋友艰难的离婚期间，她提供了情感支持。,,,a4402759-2c84-4107-bc18-a5f4b6b08765
The therapy dog offers emotional support to patients in the hospital.,治疗犬为医院里的病人提供情感支持。,,,e52df251-a0d1-4ab6-8f0c-f806f53b9e3f
Animal tests are conducted to ensure the safety of new pharmaceuticals before human trials.,在人体试验之前，进行动物测试以确保新药的安全性。,,,c46017a9-2db6-4187-923e-3a14b5d216ff
Many cosmetics companies have banned animal tests due to ethical concerns.,由于伦理问题，许多化妆品公司已禁止动物测试。,,,f36134b9-2d79-4c86-8e0b-bb5567ab2ac9
"After I ignored his calls, he finally got the message that I wasn't interested.",在我忽略他的电话后，他终于明白我不感兴趣了。,,,0a79dbd1-19bb-4143-aabe-b04a7767b1e1
The team got the message from the manager to work harder after the poor performance review.,在绩效评估不佳后，团队明白了经理要他们更努力工作的信息。,,,a6cbcfb5-40c8-4c2a-b754-d300039e0f1a
I can't help laughing when I watch that comedy show.,我看那个喜剧节目时忍不住笑。,,,fb4a6194-f1bb-4cb2-9739-8e72733bb189
She can't help worrying about her children when they're away.,当孩子们不在身边时，她忍不住担心他们。,,,4087ded9-3ee9-4cc7-b989-6ee86b0d170d
He abandoned himself to despair after losing his job.,失业后，他沉溺于绝望之中。,,,1e8b2eb6-674d-4952-92fb-81d409e45f3a
"On vacation, she abandoned herself to the joy of relaxation.",度假时，她沉溺于放松的快乐中。,,,d9ef04c7-0384-4030-86f5-9f47672de802
The local business executive was interviewed about the new factory opening.,这位本地企业高管接受了关于新工厂开业的采访。,,,6a9b6422-6453-4632-818e-fee6727623c0
"As a local business executive, she focuses on community engagement and growth.",作为本地企业高管，她专注于社区参与和发展。,,,69b22809-58ac-4420-aac3-498fc24773ec
Your homework grades count towards 30% of your final score.,你的作业成绩计入最终分数的30%。,,,6aa13fcb-b72a-46a2-8158-505a7723a3c1
Volunteer hours can count towards community service requirements.,志愿服务时间可以计入社区服务要求。,,,c59aa777-a396-4b51-af18-b09ea491687b
"I'm feeling under the weather today, so I'll work from home.",我今天感觉身体不适，所以会在家工作。,,,11f408f7-2ded-4c39-a049-e9c24f7da7b0
She stayed in bed because she was under the weather with a cold.,她因感冒身体不适而待在床上。,,,be187116-872d-4cec-880a-6512619eff42
"When she heard the sad news, she broke out into tears.",当她听到这个悲伤的消息时，突然哭了起来。,,,91d47500-9c25-4bb9-a5a9-810b1a335580
The child broke out into tears after losing his favorite toy.,孩子丢了最喜欢的玩具后，突然哭了起来。,,,891109ba-7416-424b-96bc-f2843c8ad562
The government imposed a protective tariff on steel imports to support local manufacturers.,政府对钢铁进口征收保护性关税，以支持本地制造商。,,,9df8c54e-c9e2-4dd3-96f1-ac679e05247c
Protective tariffs can lead to trade disputes between countries.,保护性关税可能导致国家间的贸易争端。,,,78ac3bef-99c5-40d1-be89-c80605992f27
Movie stars often attend red carpet events to promote their films.,电影明星经常参加红毯活动来宣传他们的电影。,,,7603daf5-79c6-4e67-b24f-f1d14ebda6a5
Many children dream of becoming movie stars when they grow up.,许多孩子梦想长大后成为电影明星。,,,91ef0ead-c9df-4650-a8c9-b90fcaefbcab
She struggles with anxiety in social situations.,她在社交场合中与焦虑作斗争。,,,bbfdf4a0-9e4e-415f-8056-2f1c604d3729
Many students struggle with math homework without proper guidance.,许多学生在没有适当指导的情况下努力应对数学作业。,,,218e939a-7d1c-4250-943c-5dd8f9d6ee37
This company puts a premium on innovation and creativity.,这家公司高度重视创新和创造力。,,,03f6526e-f8b3-4386-a98b-f378b740b741
Parents often put a premium on their children's education.,父母通常高度重视孩子的教育。,,,fb7fa313-8a6a-4704-a1fb-449478e58f54
Workers in the chemical plant must wear protective clothes at all times.,化工厂的工人必须始终穿着防护服。,,,05c5cd40-91a3-4354-866b-f04a12a9ac07
The firefighter's protective clothes shielded him from the intense heat.,消防员的防护服保护他免受高温伤害。,,,e721b8f2-9f88-47ae-bd86-1e7098d91921
Your package is in transit and should arrive by tomorrow.,您的包裹在运输中，应该明天到达。,,,c9933861-2e5f-4b6c-b4c5-763de74f5a7d
Passengers in transit at the airport can use the lounge facilities.,在机场中转的乘客可以使用休息室设施。,,,cc9b48d8-a8fe-46f9-a10a-29252ffb3eca
Learning a new language is worth doing for career advancement.,学习一门新语言对职业发展来说是值得的。,,,7f964d91-52b5-475f-8c06-ea5a6678ada3
"The hike was tiring, but the view from the top was worth doing.",徒步很累，但山顶的景色值得这么做。,,,430b2a22-3200-48f3-9caa-8232244275a9
He waved aside the waiter's offer to help with his bags.,他挥手示意服务员不用帮他拿包。,,,90398299-7ff4-40ba-b86e-cb24881752ff
She waved aside the criticism and continued with her project.,她不理会批评，继续她的项目。,,,830006bc-28bd-4e87-b52e-bcc461aecf78
The kids started to act up when they were bored.,孩子们无聊时开始调皮捣蛋。,,,ab8452c7-50a8-4f9a-b2b9-ee1097e89dad
My dog acts up whenever we have guests over.,每当我们有客人来时，我的狗就会行为不端。,,,affc4c4f-e897-403c-8133-ee4b2aa3150c
There isn't much in the way of entertainment in this small town.,这个小镇在娱乐方面没什么可提供的。,,,df570be0-8c3c-44f3-a54c-b041c2ea361d
What do you have in the way of vegetarian options?,你们有什么素食选择？,,,4cfa5c0d-9572-47e8-82d8-e6b7559a707b
Let's get the meeting started on time.,让我们准时开始会议。,,,ed32923e-70dc-408d-b45b-3fccd7774087
He got the car started after a few tries.,他试了几次后启动了汽车。,,,da857787-a0f4-49a2-9e7b-76e441b6c034
"Keep your shirt on, we'll get there soon.",冷静点，我们很快就到了。,,,21d2e8ea-54b7-4fa8-92cb-097d776cd0e4
He told his friend to keep his shirt on during the argument.,在争论中，他告诉朋友要保持冷静。,,,4a4f8142-5932-4fff-8453-68338c73266f
The decision was made in the interest of the company's shareholders.,这个决定是为了公司股东的利益而做出的。,,,276c51db-676b-4b5f-aae4-4ce3cf031aff
"In the interest of public safety, the road was closed.",为了公共安全，道路被关闭了。,,,3296fc65-dff8-4f24-b595-8b91c599d908
She convinced me of the importance of recycling.,她让我相信了回收的重要性。,,,627ac3f9-c291-4f93-8bb6-0e7afc1f3f76
The evidence convinced the jury of his innocence.,证据使陪审团相信了他的清白。,,,ea178c68-ffb0-43b7-96fa-2bb7c71ad7e6
She walks so fast that I can't keep up with her.,她走得很快，我跟不上她。,,,f1e25c6c-20a0-4b1b-b877-2646450fbc0c
I try to keep up with my old friends through social media.,我试图通过社交媒体与老朋友保持联系。,,,a83140f1-61de-412e-acf2-4d1da4f4d773
Parents should have control over their children's internet usage.,父母应该对孩子使用互联网有控制权。,,,0daa9ae4-e9c8-42e4-9b25-4101bb9c1cfc
The manager has full control over the project budget.,经理对项目预算有完全控制权。,,,2b489a1b-f16d-40ad-a1c3-3e56cde32665
"To be fair, he did apologize for his mistake.",公平地说，他确实为他的错误道歉了。,,,f3bad0ca-bf8e-4243-aed5-1a1a94c94cef
"To be fair, the movie had some good special effects.",公平地说，这部电影有一些好的特效。,,,1a713045-c0bf-4731-b7f9-e17a55fd230f
Please separate the recyclables from the regular trash.,请将可回收物与普通垃圾分开。,,,e3ebb383-b5e3-417f-82b5-1ffe04b48363
It's important to separate personal feelings from professional decisions.,将个人情感与职业决策分开很重要。,,,5f572d08-e63a-4e89-ac04-1d29f5262ec2
Text messaging has become a popular way to communicate quickly.,短信已成为快速沟通的流行方式。,,,df2d769a-edf7-4487-962a-8a79a8a5ee0c
She prefers text messaging over phone calls for casual chats.,对于随意聊天，她更喜欢短信而不是电话。,,,0b2dd0dd-07ac-4830-951b-5659c5dccee1
The company is faced with financial difficulties.,公司面临财务困难。,,,d72c0222-65c0-4553-bd37-f6bd38d55baf
"When faced with a challenge, she always stays positive.",当面临挑战时，她总是保持积极。,,,f0b0a94c-a44b-4599-a9ba-8d8314ade00f
Government bonds are considered a low-risk investment.,政府债券被认为是低风险投资。,,,a2b075cc-250b-43fa-8289-8d1a0d068c8c
"For retirees, a low-risk investment portfolio is often recommended.",对于退休人员，通常推荐低风险投资组合。,,,7bebbac8-4286-440b-82b9-f81dd6a41a0e
He tried to smooth over the disagreement between his friends.,他试图缓和朋友之间的分歧。,,,19412eee-3f04-4a68-9eec-e1270404ea29
A good apology can smooth over many misunderstandings.,一个好的道歉可以平息许多误解。,,,86aa218a-44bc-4e16-b3b4-2f90a796c093
The company launched a series of new products this year.,公司今年推出了一系列新产品。,,,625b769f-826a-43b7-9b36-eff2dc14c974
A series of unfortunate events led to their downfall.,一连串不幸事件导致了他们的失败。,,,d7802da0-6f9d-4fee-822c-a45d036c5f47
"The soil is deficient in nutrients, so plants don't grow well.",土壤缺乏养分，所以植物长得不好。,,,ab02666e-a22d-4f9d-ac4b-99ecd6abc8ba
His diet is deficient in vitamin C.,他的饮食缺乏维生素C。,,,8e89edbc-1e75-45d6-a881-bbefc1ea5399
You can tell by her accent that she's from London.,从她的口音可以判断她来自伦敦。,,,ee83f555-d5d0-4bc5-9d4c-01aaf31bbfa0
I could tell by the smell that dinner was ready.,通过气味我能判断晚餐准备好了。,,,c14fcd80-de03-4a26-b8bc-9479495237fb
The lullaby put the baby to sleep quickly.,摇篮曲让宝宝很快入睡。,,,f16221f8-b4cc-4737-91ec-4258a80be20f
They had to put their old dog to sleep due to illness.,由于疾病，他们不得不对老狗实施安乐死。,,,7c73ec54-f745-4104-bd53-cb3b26a154bf
"On weekends, we like to do some activities like hiking or swimming.",周末，我们喜欢做一些活动，比如徒步或游泳。,,,3c99e13a-1795-4343-a2eb-581f696c2148
The children will do some activities at the summer camp.,孩子们将在夏令营做一些活动。,,,f8489eab-1027-48c6-9591-565189d93b70
Be sure to lock the door when you leave.,离开时务必锁门。,,,95ce5294-ca81-44cf-bd69-4b1e5a60c9cc
I'll be sure to call you tomorrow.,我一定会明天给你打电话。,,,975dbf05-cb52-41c3-94b4-0e9b153685e9
Recent technological advances have revolutionized communication.,最近的技术进步彻底改变了通信方式。,,,0bb923ec-2349-44ef-addf-e0555b039989
The company invests heavily in technological advances to stay competitive.,这家公司大力投资技术进步以保持竞争力。,,,85646c84-43c9-4d85-bd64-9d5a7032201d
Don't take your health for granted; it's precious.,不要把你的健康视为理所当然；它很宝贵。,,,0bd8020f-c5d0-4847-9aeb-4d231ba97fb1
She took his kindness for granted and never thanked him.,她认为他的善良是理所当然的，从未感谢过他。,,,7643b2f5-7cf9-4eae-a637-7909ece7a314
She has a lot going for her with her talent and hard work.,凭借她的才华和努力，她有很多优势。,,,943d2602-af12-4100-8e6a-15b1ef5848aa
He has something going for him because of his connections.,由于他的人脉，他有一些有利条件。,,,ac865d28-979b-4463-a21c-569fe96533c8
"As of today, the new policy is in effect.",自今日起，新政策生效。,,,06562823-2c4a-44c7-9942-d01e7946ff56
The report is accurate as of last month.,这份报告截至上个月是准确的。,,,eb764c4c-ee60-45b2-ada7-ca98427baf56
Oil does not mix with water.,油不溶于水。,,,1a81482c-f672-494e-a98b-9ddfe6706faa
She likes to mix with people from different backgrounds.,她喜欢与不同背景的人交往。,,,43d09805-d9ea-40dd-a458-f9035c64fac2
Stop fooling around and get to work!,别胡闹了，开始工作吧！,,,33f879b1-78f5-48fe-97dc-6f90e7934931
They were just fooling around in the park.,他们只是在公园里胡闹。,,,26ceb54b-8584-4d42-8794-53ebe3ececa6
She touched up the painting to fix some flaws.,她修饰了这幅画以修复一些瑕疵。,,,58ede2aa-1392-4fba-81c7-999b3581e123
I need to touch up this report before submitting it.,我需要在提交前润色这份报告。,,,a0a4cc15-ae4a-48db-903f-548f00e215e5
He shut himself away to study for the exam.,他把自己关起来准备考试。,,,74109c86-91be-4edc-98ee-5c214f2d0b53
The old documents were shut away in a vault.,旧文件被锁在保险库里。,,,0303d07e-9fd0-473e-a4d4-5776b2e12459
There's still an open ticket for the software bug.,软件漏洞还有一个未解决的工单。,,,5c6c2cd2-4640-4b03-adfd-10193ad5a2c4
Please check the open tickets in the system.,请检查系统中的开放工单。,,,2be10b04-7b41-443c-9da5-81fdd0439c32
Get off my tail! I'm driving safely.,别跟着我！我开得很安全。,,,621dbb19-6603-470e-b282-700272746c0e
He told his boss to get off his tail about the deadline.,他告诉老板别在截止日期上催他了。,,,7c026519-cc4f-4c32-b374-b172de5775c6
I love you as much as she does.,我和她一样爱你。,,,4b95c96a-39d7-4633-aaec-858a2c0a3b8b
He works as much as possible to save money.,他尽可能多工作以省钱。,,,d75b1be2-6e96-4b50-a599-ddd6fc63b31c
"If you get a fever, you should rest and drink fluids.",如果你发烧了，应该休息并多喝水。,,,44ec8fd9-5e47-4075-a671-1a2ad965020e
She got a fever after being out in the rain.,她在雨中外出后发烧了。,,,67e20dd2-15cd-4d1f-88c7-222e3f34660e
He had to slam on the brakes to avoid hitting the deer.,他不得不猛踩刹车以避免撞到鹿。,,,111157b4-9ff9-436c-aadb-9b41be41d5fe
"When the light turned red, she slammed on the brakes suddenly.",当红灯亮起时，她突然猛踩刹车。,,,11eddf30-9334-4abf-978c-140f3229bb28
She works as a teacher at the local school.,她在当地学校担任教师。,,,ec7744f1-3272-405c-9598-11ba2a7ed7e8
He worked as a consultant for several years.,他担任顾问工作了好几年。,,,f326deda-3165-436a-a515-1102d9ccb260
She's been on a diet for two months to lose weight.,她为了减肥已经节食两个月了。,,,2aa83023-e4cc-4ca1-8fd1-8240b63d19cf
"After the holidays, I need to go on a diet to get back in shape.",假期过后，我需要节食来恢复身材。,,,57e09d7d-86fd-40fa-b41f-344ed4a54a16
They offered a part exchange for my old car.,他们为我的旧车提供了部分交换。,,,a4fdf351-8465-432f-abab-48c7eedf4508
Part exchange can reduce the cost of a new purchase.,部分交换可以降低新购物的成本。,,,14a6fb60-4a52-48b5-9290-57c822891feb
"If you keep practicing, you're bound to improve your skills.",如果你坚持练习，你一定会提高你的技能。,,,ac45a4ee-8868-4372-bf21-780a43adafdc
"With such heavy rain, the match is bound to be postponed.",下这么大的雨，比赛注定要被推迟。,,,d1da2849-f3cc-4c68-9c0d-629e9f6b6e6a
"In most cases, the problem can be solved easily.",在大多数情况下，这个问题可以轻松解决。,,,ef5aeaec-291e-4896-9755-eee0f8e997c9
"In most cases, he arrives on time.",在大多数情况下，他准时到达。,,,85791ae4-915c-4072-8c18-7aee82b9a439
"After the treatment, his health took a turn for the better.",治疗后，他的健康状况好转了。,,,a47b1f6c-eb8a-46cd-804d-2063693f36a3
The economy is expected to take a turn for the better next year.,预计经济明年会好转。,,,ee0c319d-a7b2-4028-b30d-72c430da6124
The project will take no more than two weeks to complete.,这个项目完成不会超过两周。,,,a393bb47-436f-4b6a-a6a1-85717d8fb2c9
"He earns no more than $30,000 a year.",他一年挣的钱不超过3万美元。,,,2c3e9d12-7967-46ac-a3d3-c550d1f494f7
Don't get worked up over such a small issue.,别为这么小的事情生气。,,,be4331d3-8267-41bc-8a1d-037d53a17a43
